inclusion_filter,story_condition,load_condition,analysis_scope,agent_role,dv,condition,n,mean,median,std
included_only,trolley,pooled,between_subjects_first_vignette,distal,wrong,CC,82,6.439024390243903,6.0,0.6866911354074365
included_only,trolley,pooled,between_subjects_first_vignette,distal,wrong,CH,54,7.277777777777778,7.5,0.8559815433265622
included_only,trolley,pooled,between_subjects_first_vignette,distal,wrong,DIV,53,5.886792452830188,5.0,1.1034975403146154
included_only,trolley,pooled,between_subjects_first_vignette,distal,punish,CC,82,1.2062008835893485,1.0986122886681098,0.47650437321900374
included_only,trolley,pooled,between_subjects_first_vignette,distal,punish,CH,54,1.4204892284062238,1.2424533248940002,0.3831194989437828
included_only,trolley,pooled,between_subjects_first_vignette,distal,punish,DIV,53,1.001895450769848,1.0986122886681098,0.5154182975610061
included_only,trolley,pooled,within_subjects_deltas,distal,blame,CH - CC,189,0.6190476190476191,1.0,0.7874393883173207
included_only,trolley,pooled,within_subjects_deltas,distal,blame,DIV - CC,189,0.09523809523809523,0.0,0.6615814157039654
included_only,trolley,pooled,within_subjects_deltas,distal,blame,"MIN(CH, DIV) - CC",189,-0.07407407407407407,0.0,0.6801242180151019
included_only,trolley,pooled,within_subjects_deltas,proximate,blame,CC - CH,189,6.4867724867724865,7.0,0.9543208881381923
included_only,trolley,pooled,within_subjects_deltas,distal,wrong,CH - CC,189,0.6296296296296297,1.0,0.7789589140357233
included_only,trolley,pooled,within_subjects_deltas,distal,wrong,DIV - CC,189,0.12169312169312169,0.0,0.6449519947542945
included_only,trolley,pooled,within_subjects_deltas,distal,wrong,"MIN(CH, DIV) - CC",189,-0.026455026455026454,0.0,0.655856289670736
included_only,trolley,pooled,within_subjects_deltas,proximate,wrong,CC - CH,189,6.126984126984127,6.0,1.1321049424901108
included_only,trolley,pooled,within_subjects_deltas,distal,punish,CH - CC,189,0.18283584916888534,0.2876820724517808,0.2692751573746087
included_only,trolley,pooled,within_subjects_deltas,distal,punish,DIV - CC,189,0.03515579618275289,0.0,0.22640832864278615
included_only,trolley,pooled,within_subjects_deltas,distal,punish,"MIN(CH, DIV) - CC",189,-0.024397337590781637,0.0,0.22833994013692344
included_only,trolley,pooled,within_subjects_deltas,proximate,punish,CC - CH,189,1.281103324598809,1.3862943611198904,0.5447984811547503
included_only,trolley,high,within_subjects_all_vignettes,distal,blame,CC,108,6.361111111111111,6.0,0.9902169434096633
included_only,trolley,high,within_subjects_all_vignettes,distal,blame,CH,108,6.962962962962963,7.0,0.9464732957405704
included_only,trolley,high,within_subjects_all_vignettes,distal,blame,DIV,108,6.5092592592592595,6.0,0.8806897293861073
included_only,trolley,high,within_subjects_all_vignettes,distal,wrong,CC,108,6.231481481481482,6.0,1.0730904054856927
included_only,trolley,high,within_subjects_all_vignettes,distal,wrong,CH,108,6.824074074074074,7.0,1.0486190625708582
included_only,trolley,high,within_subjects_all_vignettes,distal,wrong,DIV,108,6.388888888888889,6.0,1.109292384818167
included_only,trolley,high,within_subjects_all_vignettes,distal,punish,CC,108,1.117287553051563,1.0986122886681098,0.5028132022524545
included_only,trolley,high,within_subjects_all_vignettes,distal,punish,CH,108,1.3052795925888327,1.0986122886681098,0.4378259476019154
included_only,trolley,high,within_subjects_all_vignettes,distal,punish,DIV,108,1.1738502828180184,1.0986122886681098,0.5035636688213767
included_only,trolley,high,within_subjects_all_vignettes,proximate,blame,CC,108,7.731481481481482,8.0,0.7686191220585438
included_only,trolley,high,within_subjects_all_vignettes,proximate,blame,CH,108,1.2592592592592593,1.0,0.5360005992877521
included_only,trolley,high,within_subjects_all_vignettes,proximate,wrong,CC,108,7.583333333333333,8.0,1.0150733134979468
included_only,trolley,high,within_subjects_all_vignettes,proximate,wrong,CH,108,1.4907407407407407,1.0,0.9322404965304869
included_only,trolley,high,within_subjects_all_vignettes,proximate,punish,CC,108,1.5099654282718291,1.3862943611198906,0.47975136142043656
included_only,trolley,high,within_subjects_all_vignettes,proximate,punish,CH,108,0.27154077141072414,0.0,0.5485907071657419
included_only,trolley,high,between_subjects_first_vignette,distal,blame,CC,47,6.468085106382978,6.0,0.9290262276867538
included_only,trolley,high,between_subjects_first_vignette,distal,blame,CH,31,7.548387096774194,8.0,0.5058794110206737
included_only,trolley,high,between_subjects_first_vignette,distal,blame,DIV,30,6.266666666666667,6.0,0.8683449709106095
included_only,trolley,high,between_subjects_first_vignette,distal,wrong,CC,47,6.425531914893617,6.0,0.7443900581965787
included_only,trolley,high,between_subjects_first_vignette,distal,wrong,CH,31,7.419354838709677,8.0,0.8859719163490114
included_only,trolley,high,between_subjects_first_vignette,distal,wrong,DIV,30,5.9,5.0,1.184672222963833
included_only,trolley,high,between_subjects_first_vignette,distal,punish,CC,47,1.1535381235054993,1.0986122886681098,0.48477099595259465
included_only,trolley,high,between_subjects_first_vignette,distal,punish,CH,31,1.4736270070572368,1.3862943611198906,0.4100963925729185
included_only,trolley,high,between_subjects_first_vignette,distal,punish,DIV,30,1.0803425158760545,1.0986122886681098,0.4297016117999802
included_only,trolley,high,within_subjects_deltas,distal,blame,CH - CC,108,0.6018518518518519,1.0,0.784663923711361
included_only,trolley,high,within_subjects_deltas,distal,blame,DIV - CC,108,0.14814814814814814,0.0,0.7210430504836338
included_only,trolley,high,within_subjects_deltas,distal,blame,"MIN(CH, DIV) - CC",108,-0.05555555555555555,0.0,0.7082073371539961
included_only,trolley,high,within_subjects_deltas,proximate,blame,CC - CH,108,6.472222222222222,7.0,0.9318691229487625
included_only,trolley,high,within_subjects_deltas,distal,wrong,CH - CC,108,0.5925925925925926,1.0,0.7616636616004214
included_only,trolley,high,within_subjects_deltas,distal,wrong,DIV - CC,108,0.1574074074074074,0.0,0.7255296104540132
included_only,trolley,high,within_subjects_deltas,distal,wrong,"MIN(CH, DIV) - CC",108,-0.018518518518518517,0.0,0.6968752886120719
included_only,trolley,high,within_subjects_deltas,proximate,wrong,CC - CH,108,6.092592592592593,6.0,1.1152053332331766
included_only,trolley,high,within_subjects_deltas,distal,punish,CH - CC,108,0.18799203953726962,0.2876820724517808,0.27822506835984007
included_only,trolley,high,within_subjects_deltas,distal,punish,DIV - CC,108,0.056562729766455475,0.0,0.2566511958734277
included_only,trolley,high,within_subjects_deltas,distal,punish,"MIN(CH, DIV) - CC",108,-0.013981518661536227,0.0,0.24885996232057056
included_only,trolley,high,within_subjects_deltas,proximate,punish,CC - CH,108,1.238424656861105,1.175687628581739,0.5036523181869318
included_only,trolley,low,within_subjects_all_vignettes,distal,blame,CC,81,6.320987654320987,6.0,0.9852304361649
included_only,trolley,low,within_subjects_all_vignettes,distal,blame,CH,81,6.962962962962963,7.0,0.8432740427115678
included_only,trolley,low,within_subjects_all_vignettes,distal,blame,DIV,81,6.345679012345679,6.0,0.8683388426639754
included_only,trolley,low,within_subjects_all_vignettes,distal,wrong,CC,81,6.160493827160494,6.0,0.9676878386579112
included_only,trolley,low,within_subjects_all_vignettes,distal,wrong,CH,81,6.839506172839506,7.0,0.9805201441512662
included_only,trolley,low,within_subjects_all_vignettes,distal,wrong,DIV,81,6.234567901234568,6.0,0.884188963659234
included_only,trolley,low,within_subjects_all_vignettes,distal,punish,CC,81,1.0982965348232119,1.0986122886681098,0.5389786132187252
included_only,trolley,low,within_subjects_all_vignettes,distal,punish,CH,81,1.2742574635009178,1.0986122886681098,0.5388187263819606
included_only,trolley,low,within_subjects_all_vignettes,distal,punish,DIV,81,1.1049097528943614,1.0986122886681098,0.5234146152196884
included_only,trolley,low,within_subjects_all_vignettes,proximate,blame,CC,81,7.679012345679013,8.0,0.8635270767877977
included_only,trolley,low,within_subjects_all_vignettes,proximate,blame,CH,81,1.1728395061728396,1.0,0.4413083801830111
included_only,trolley,low,within_subjects_all_vignettes,proximate,wrong,CC,81,7.555555555555555,8.0,1.02469507659596
included_only,trolley,low,within_subjects_all_vignettes,proximate,wrong,CH,81,1.382716049382716,1.0,0.8741839227898197
included_only,trolley,low,within_subjects_all_vignettes,proximate,punish,CC,81,1.5085122594843885,1.3862943611198906,0.637151603275975
included_only,trolley,low,within_subjects_all_vignettes,proximate,punish,CH,81,0.17050404456864066,0.0,0.3702765693634199
included_only,trolley,low,between_subjects_first_vignette,distal,blame,CC,35,6.685714285714286,7.0,0.7183080025689689
included_only,trolley,low,between_subjects_first_vignette,distal,blame,CH,23,7.217391304347826,7.0,0.42174116783665
included_only,trolley,low,between_subjects_first_vignette,distal,blame,DIV,23,5.956521739130435,6.0,0.9282564726687249
included_only,trolley,low,between_subjects_first_vignette,distal,wrong,CC,35,6.457142857142857,6.0,0.6108266887567038
included_only,trolley,low,between_subjects_first_vignette,distal,wrong,CH,23,7.086956521739131,7.0,0.7927537436201201
included_only,trolley,low,between_subjects_first_vignette,distal,wrong,DIV,23,5.869565217391305,5.0,1.0137396037394037
included_only,trolley,low,between_subjects_first_vignette,distal,punish,CC,35,1.2769194471305179,1.3862943611198906,0.462602876715888
included_only,trolley,low,between_subjects_first_vignette,distal,punish,CH,23,1.3488687441374672,1.0986122886681098,0.3390150809975152
included_only,trolley,low,between_subjects_first_vignette,distal,punish,DIV,23,0.8995731919356665,1.0986122886681098,0.6043037935547833
included_only,trolley,low,within_subjects_deltas,distal,blame,CH - CC,81,0.6419753086419753,1.0,0.7954345035153529
included_only,trolley,low,within_subjects_deltas,distal,blame,DIV - CC,81,0.024691358024691357,0.0,0.569546061393969
included_only,trolley,low,within_subjects_deltas,distal,blame,"MIN(CH, DIV) - CC",81,-0.09876543209876543,0.0,0.6443007502635113
included_only,trolley,low,within_subjects_deltas,proximate,blame,CC - CH,81,6.506172839506172,7.0,0.9889825174152909
included_only,trolley,low,within_subjects_deltas,distal,wrong,CH - CC,81,0.6790123456790124,1.0,0.8035415436339797
included_only,trolley,low,within_subjects_deltas,distal,wrong,DIV - CC,81,0.07407407407407407,0.0,0.5190803834132479
included_only,trolley,low,within_subjects_deltas,distal,wrong,"MIN(CH, DIV) - CC",81,-0.037037037037037035,0.0,0.6009252125773316
included_only,trolley,low,within_subjects_deltas,proximate,wrong,CC - CH,81,6.172839506172839,6.0,1.1596348935849392
included_only,trolley,low,within_subjects_deltas,distal,punish,CH - CC,81,0.17596092867770627,0.2231435513142097,0.2584141495948655
included_only,trolley,low,within_subjects_deltas,distal,punish,DIV - CC,81,0.006613218071149454,0.0,0.17583601297494764
included_only,trolley,low,within_subjects_deltas,distal,punish,"MIN(CH, DIV) - CC",81,-0.03828509616310885,0.0,0.19837369291010323
included_only,trolley,low,within_subjects_deltas,proximate,punish,CC - CH,81,1.338008214915748,1.3862943611198906,0.5936979126704894
all_finishers,pooled,pooled,within_subjects_all_vignettes,distal,blame,CC,400,7.13,7.0,1.2007098986231557
all_finishers,pooled,pooled,within_subjects_all_vignettes,distal,blame,CH,400,7.6275,8.0,1.039926616844214
all_finishers,pooled,pooled,within_subjects_all_vignettes,distal,blame,DIV,400,7.335,7.0,1.2233218263101566
all_finishers,pooled,pooled,within_subjects_all_vignettes,distal,wrong,CC,400,7.1425,7.0,1.3422734427036354
all_finishers,pooled,pooled,within_subjects_all_vignettes,distal,wrong,CH,400,7.59,8.0,1.1576919394063414
all_finishers,pooled,pooled,within_subjects_all_vignettes,distal,wrong,DIV,400,7.2,7.0,1.398172814084551
all_finishers,pooled,pooled,within_subjects_all_vignettes,distal,punish,CC,400,1.5639274271511199,1.6094379124341003,0.6408558696063693
all_finishers,pooled,pooled,within_subjects_all_vignettes,distal,punish,CH,400,1.720334428650366,1.791759469228055,0.6150338015052531
all_finishers,pooled,pooled,within_subjects_all_vignettes,distal,punish,DIV,400,1.6406246112548424,1.791759469228055,0.6816295753341944
all_finishers,pooled,pooled,within_subjects_all_vignettes,proximate,blame,CC,400,8.325,9.0,0.8492219644251763
all_finishers,pooled,pooled,within_subjects_all_vignettes,proximate,blame,CH,400,1.955,2.0,0.924723083931015
all_finishers,pooled,pooled,within_subjects_all_vignettes,proximate,wrong,CC,400,8.2725,9.0,0.9877666512863672
all_finishers,pooled,pooled,within_subjects_all_vignettes,proximate,wrong,CH,400,2.5725,3.0,1.6205892520344332
all_finishers,pooled,pooled,within_subjects_all_vignettes,proximate,punish,CC,400,2.0341832386915315,2.0794415416798357,0.7038017535850281
all_finishers,pooled,pooled,within_subjects_all_vignettes,proximate,punish,CH,400,0.30506690892397886,0.0,0.5725493514301079
all_finishers,pooled,pooled,between_subjects_first_vignette,distal,blame,CC,143,7.006993006993007,7.0,0.9382070366463497
all_finishers,pooled,pooled,between_subjects_first_vignette,distal,blame,CH,130,7.653846153846154,8.0,0.5666649128318294
all_finishers,pooled,pooled,between_subjects_first_vignette,distal,blame,DIV,127,6.952755905511811,7.0,1.0301661733462772
all_finishers,pooled,pooled,between_subjects_first_vignette,distal,wrong,CC,143,7.034965034965035,7.0,0.9598458459901836
all_finishers,pooled,pooled,between_subjects_first_vignette,distal,wrong,CH,130,7.730769230769231,8.0,0.8425548222538872
all_finishers,pooled,pooled,between_subjects_first_vignette,distal,wrong,DIV,127,6.519685039370079,7.0,1.3560586779736843
all_finishers,pooled,pooled,between_subjects_first_vignette,distal,punish,CC,143,1.493028858472633,1.6094379124341003,0.5327804218700185
all_finishers,pooled,pooled,between_subjects_first_vignette,distal,punish,CH,130,1.7382404676899057,1.791759469228055,0.4365126195326694
all_finishers,pooled,pooled,between_subjects_first_vignette,distal,punish,DIV,127,1.495788249243228,1.3862943611198906,0.6399835407154739
all_finishers,pooled,pooled,within_subjects_deltas,distal,blame,CH - CC,400,0.4975,1.0,0.852531980011516
all_finishers,pooled,pooled,within_subjects_deltas,distal,blame,DIV - CC,400,0.205,0.0,0.7545849827823249
all_finishers,pooled,pooled,within_subjects_deltas,distal,blame,"MIN(CH, DIV) - CC",400,-0.07,0.0,0.7493355452656014
all_finishers,pooled,pooled,within_subjects_deltas,proximate,blame,CC - CH,400,6.37,6.0,0.866010933731993
all_finishers,pooled,pooled,within_subjects_deltas,distal,wrong,CH - CC,400,0.4475,1.0,0.8479630613319536
all_finishers,pooled,pooled,within_subjects_deltas,distal,wrong,DIV - CC,400,0.0575,0.0,0.9199508268432198
all_finishers,pooled,pooled,within_subjects_deltas,distal,wrong,"MIN(CH, DIV) - CC",400,-0.165,0.0,0.9191774681992115
all_finishers,pooled,pooled,within_subjects_deltas,proximate,wrong,CC - CH,400,5.7,6.0,1.3526174384640666
all_finishers,pooled,pooled,within_subjects_deltas,distal,punish,CH - CC,400,0.15640700149924625,0.18232155679395468,0.28344869936460626
all_finishers,pooled,pooled,within_subjects_deltas,distal,punish,DIV - CC,400,0.07669718410372293,0.0,0.27353925603346085
all_finishers,pooled,pooled,within_subjects_deltas,distal,punish,"MIN(CH, DIV) - CC",400,-0.032680252517936735,0.0,0.248765687156293
all_finishers,pooled,pooled,within_subjects_deltas,proximate,punish,CC - CH,400,1.7291163297675527,1.666102255087602,0.6808964797578541
all_finishers,pooled,high,within_subjects_all_vignettes,distal,blame,CC,224,7.09375,7.0,1.2330123708732437
all_finishers,pooled,high,within_subjects_all_vignettes,distal,blame,CH,224,7.607142857142857,8.0,1.086873517149346
all_finishers,pooled,high,within_subjects_all_vignettes,distal,blame,DIV,224,7.321428571428571,7.0,1.2106721678530872
all_finishers,pooled,high,within_subjects_all_vignettes,distal,wrong,CC,224,7.111607142857143,7.0,1.342993479592056
all_finishers,pooled,high,within_subjects_all_vignettes,distal,wrong,CH,224,7.566964285714286,8.0,1.1733122325840324
all_finishers,pooled,high,within_subjects_all_vignettes,distal,wrong,DIV,224,7.200892857142857,7.0,1.4046045697766827
all_finishers,pooled,high,within_subjects_all_vignettes,distal,punish,CC,224,1.5582346157086,1.6094379124341003,0.6470173714211425
all_finishers,pooled,high,within_subjects_all_vignettes,distal,punish,CH,224,1.7270615325677465,1.791759469228055,0.6155117290715433
all_finishers,pooled,high,within_subjects_all_vignettes,distal,punish,DIV,224,1.6493536942038627,1.791759469228055,0.6847596132206774
all_finishers,pooled,high,within_subjects_all_vignettes,proximate,blame,CC,224,8.316964285714286,9.0,0.8323491412197009
all_finishers,pooled,high,within_subjects_all_vignettes,proximate,blame,CH,224,1.9330357142857142,2.0,0.888379225861898
all_finishers,pooled,high,within_subjects_all_vignettes,proximate,wrong,CC,224,8.267857142857142,9.0,0.9885636893195742
all_finishers,pooled,high,within_subjects_all_vignettes,proximate,wrong,CH,224,2.5267857142857144,2.5,1.5530084874035524
all_finishers,pooled,high,within_subjects_all_vignettes,proximate,punish,CC,224,2.0348911755956993,2.0794415416798357,0.6957249139332068
all_finishers,pooled,high,within_subjects_all_vignettes,proximate,punish,CH,224,0.32622273998004686,0.0,0.6077396377810049
all_finishers,pooled,high,between_subjects_first_vignette,distal,blame,CC,80,6.9,7.0,1.0012650226436657
all_finishers,pooled,high,between_subjects_first_vignette,distal,blame,CH,74,7.756756756756757,8.0,0.5688443177446999
all_finishers,pooled,high,between_subjects_first_vignette,distal,blame,DIV,70,6.9714285714285715,7.0,0.9923099762810588
all_finishers,pooled,high,between_subjects_first_vignette,distal,wrong,CC,80,6.975,7.0,0.9675101804979049
all_finishers,pooled,high,between_subjects_first_vignette,distal,wrong,CH,74,7.8108108108108105,8.0,0.8222201097775591
all_finishers,pooled,high,between_subjects_first_vignette,distal,wrong,DIV,70,6.514285714285714,6.0,1.3908902075139424
all_finishers,pooled,high,between_subjects_first_vignette,distal,punish,CC,80,1.4372039553252176,1.4978661367769954,0.5394415316714758
all_finishers,pooled,high,between_subjects_first_vignette,distal,punish,CH,74,1.7957834064748217,1.791759469228055,0.45122710808419486
all_finishers,pooled,high,between_subjects_first_vignette,distal,punish,DIV,70,1.5225101995419894,1.3862943611198906,0.6255219825204161
all_finishers,pooled,high,within_subjects_deltas,distal,blame,CH - CC,224,0.5133928571428571,1.0,0.8781345429172263
all_finishers,pooled,high,within_subjects_deltas,distal,blame,DIV - CC,224,0.22767857142857142,0.0,0.7849149302885494
all_finishers,pooled,high,within_subjects_deltas,distal,blame,"MIN(CH, DIV) - CC",224,-0.05803571428571429,0.0,0.7758852479595685
all_finishers,pooled,high,within_subjects_deltas,proximate,blame,CC - CH,224,6.383928571428571,6.0,0.854904454990191
all_finishers,pooled,high,within_subjects_deltas,distal,wrong,CH - CC,224,0.45535714285714285,1.0,0.8458645679969679
all_finishers,pooled,high,within_subjects_deltas,distal,wrong,DIV - CC,224,0.08928571428571429,0.0,0.952255490348122
all_finishers,pooled,high,within_subjects_deltas,distal,wrong,"MIN(CH, DIV) - CC",224,-0.15178571428571427,0.0,0.9250846179070739
all_finishers,pooled,high,within_subjects_deltas,proximate,wrong,CC - CH,224,5.741071428571429,6.0,1.303637791962525
all_finishers,pooled,high,within_subjects_deltas,distal,punish,CH - CC,224,0.16882691685914608,0.18232155679395468,0.2981513380403939
all_finishers,pooled,high,within_subjects_deltas,distal,punish,DIV - CC,224,0.09111907849526234,0.0,0.28503409095637056
all_finishers,pooled,high,within_subjects_deltas,distal,punish,"MIN(CH, DIV) - CC",224,-0.024751610888403806,0.0,0.2585808675822577
all_finishers,pooled,high,within_subjects_deltas,proximate,punish,CC - CH,224,1.7086684356156527,1.5567576546051871,0.7066801883934843
all_finishers,pooled,low,within_subjects_all_vignettes,distal,blame,CC,176,7.176136363636363,7.0,1.1601472141248101
all_finishers,pooled,low,within_subjects_all_vignettes,distal,blame,CH,176,7.653409090909091,8.0,0.9793815965640317
all_finishers,pooled,low,within_subjects_all_vignettes,distal,blame,DIV,176,7.3522727272727275,7.5,1.242483896783469
all_finishers,pooled,low,within_subjects_all_vignettes,distal,wrong,CC,176,7.181818181818182,7.0,1.3441552167637658
all_finishers,pooled,low,within_subjects_all_vignettes,distal,wrong,CH,176,7.619318181818182,8.0,1.1401611870553798
all_finishers,pooled,low,within_subjects_all_vignettes,distal,wrong,DIV,176,7.198863636363637,7.0,1.3939456286327725
all_finishers,pooled,low,within_subjects_all_vignettes,distal,punish,CC,176,1.5711728235325082,1.791759469228055,0.6346944530513361
all_finishers,pooled,low,within_subjects_all_vignettes,distal,punish,CH,176,1.7117726600282452,1.791759469228055,0.6160738837621775
all_finishers,pooled,low,within_subjects_all_vignettes,distal,punish,DIV,176,1.6295148693197263,1.791759469228055,0.6794131663020396
all_finishers,pooled,low,within_subjects_all_vignettes,proximate,blame,CC,176,8.335227272727273,9.0,0.8725057213372495
all_finishers,pooled,low,within_subjects_all_vignettes,proximate,blame,CH,176,1.9829545454545454,2.0,0.9708578346312785
all_finishers,pooled,low,within_subjects_all_vignettes,proximate,wrong,CC,176,8.278409090909092,9.0,0.9895394442306541
all_finishers,pooled,low,within_subjects_all_vignettes,proximate,wrong,CH,176,2.6306818181818183,3.0,1.7054439190542037
all_finishers,pooled,low,within_subjects_all_vignettes,proximate,punish,CC,176,2.033282228086227,2.1972245773362196,0.7159400514788069
all_finishers,pooled,low,within_subjects_all_vignettes,proximate,punish,CH,176,0.2781413057617105,0.0,0.5248398533981669
all_finishers,pooled,low,between_subjects_first_vignette,distal,blame,CC,63,7.142857142857143,7.0,0.8396839431738368
all_finishers,pooled,low,between_subjects_first_vignette,distal,blame,CH,56,7.517857142857143,7.5,0.5390588238628652
all_finishers,pooled,low,between_subjects_first_vignette,distal,blame,DIV,57,6.9298245614035086,7.0,1.0833092343569808
all_finishers,pooled,low,between_subjects_first_vignette,distal,wrong,CC,63,7.111111111111111,7.0,0.9522657380386497
all_finishers,pooled,low,between_subjects_first_vignette,distal,wrong,CH,56,7.625,8.0,0.8647122485123434
all_finishers,pooled,low,between_subjects_first_vignette,distal,wrong,DIV,57,6.526315789473684,7.0,1.3242958123079
all_finishers,pooled,low,between_subjects_first_vignette,distal,punish,CC,63,1.5639176243741129,1.791759469228055,0.5198127528927039
all_finishers,pooled,low,between_subjects_first_vignette,distal,punish,CH,56,1.6622015842955524,1.791759469228055,0.40783319706882476
all_finishers,pooled,low,between_subjects_first_vignette,distal,punish,DIV,57,1.462971819051766,1.791759469228055,0.6614028917641153
all_finishers,pooled,low,within_subjects_deltas,distal,blame,CH - CC,176,0.4772727272727273,1.0,0.8208326466255066
all_finishers,pooled,low,within_subjects_deltas,distal,blame,DIV - CC,176,0.17613636363636365,0.0,0.7153012261668815
all_finishers,pooled,low,within_subjects_deltas,distal,blame,"MIN(CH, DIV) - CC",176,-0.08522727272727272,0.0,0.7160270980869405
all_finishers,pooled,low,within_subjects_deltas,proximate,blame,CC - CH,176,6.3522727272727275,6.0,0.8820725299270736
all_finishers,pooled,low,within_subjects_deltas,distal,wrong,CH - CC,176,0.4375,1.0,0.852936105461599
all_finishers,pooled,low,within_subjects_deltas,distal,wrong,DIV - CC,176,0.017045454545454544,0.0,0.8781437032948329
all_finishers,pooled,low,within_subjects_deltas,distal,wrong,"MIN(CH, DIV) - CC",176,-0.18181818181818182,0.0,0.9139609812922406
all_finishers,pooled,low,within_subjects_deltas,proximate,wrong,CC - CH,176,5.6477272727272725,6.0,1.4145349380305494
all_finishers,pooled,low,within_subjects_deltas,distal,punish,CH - CC,176,0.1405998364957374,0.18232155679395468,0.2635470388934885
all_finishers,pooled,low,within_subjects_deltas,distal,punish,DIV - CC,176,0.05834204578721825,0.0,0.25780691783662896
all_finishers,pooled,low,within_subjects_deltas,distal,punish,"MIN(CH, DIV) - CC",176,-0.042771250955524094,0.0,0.23602872462675423
all_finishers,pooled,low,within_subjects_deltas,proximate,punish,CC - CH,176,1.7551409223245165,1.7047480922384253,0.6476596152918482
all_finishers,firework,pooled,within_subjects_all_vignettes,distal,blame,CC,201,7.945273631840796,8.0,0.7496599560809177
all_finishers,firework,pooled,within_subjects_all_vignettes,distal,blame,CH,201,8.308457711442786,8.0,0.6279953100563223
all_finishers,firework,pooled,within_subjects_all_vignettes,distal,blame,DIV,201,8.248756218905474,8.0,0.7126085498179431
all_finishers,firework,pooled,within_subjects_all_vignettes,distal,wrong,CC,201,8.059701492537313,8.0,0.936171944915976
all_finishers,firework,pooled,within_subjects_all_vignettes,distal,wrong,CH,201,8.313432835820896,8.0,0.7656818247264446
all_finishers,firework,pooled,within_subjects_all_vignettes,distal,wrong,DIV,201,8.039800995024876,8.0,1.1993364666343658
all_finishers,firework,pooled,within_subjects_all_vignettes,distal,punish,CC,201,2.020497772371658,1.9459101490553132,0.3655678379271359
all_finishers,firework,pooled,within_subjects_all_vignettes,distal,punish,CH,201,2.143870904798347,2.0794415416798357,0.39863176572374154
all_finishers,firework,pooled,within_subjects_all_vignettes,distal,punish,DIV,201,2.132324171633617,2.0794415416798357,0.42341344992587154
all_finishers,firework,pooled,within_subjects_all_vignettes,proximate,blame,CC,201,8.930348258706468,9.0,0.2551947846439122
all_finishers,firework,pooled,within_subjects_all_vignettes,proximate,blame,CH,201,2.6417910447761193,3.0,0.6790027806418785
all_finishers,firework,pooled,within_subjects_all_vignettes,proximate,wrong,CC,201,8.930348258706468,9.0,0.2551947846439122
all_finishers,firework,pooled,within_subjects_all_vignettes,proximate,wrong,CH,201,3.611940298507463,4.0,1.4658297023931226
all_finishers,firework,pooled,within_subjects_all_vignettes,proximate,punish,CC,201,2.5448548184729622,2.3978952727983707,0.4051111962290622
all_finishers,firework,pooled,within_subjects_all_vignettes,proximate,punish,CH,201,0.38213975674374917,0.0,0.6470770288321603
all_finishers,firework,pooled,between_subjects_first_vignette,distal,blame,CC,59,7.677966101694915,8.0,0.5705616702169435
all_finishers,firework,pooled,between_subjects_first_vignette,distal,blame,CH,71,7.859154929577465,8.0,0.5423697907697643
all_finishers,firework,pooled,between_subjects_first_vignette,distal,blame,DIV,71,7.591549295774648,8.0,0.5751388599716566
all_finishers,firework,pooled,between_subjects_first_vignette,distal,wrong,CC,59,7.88135593220339,8.0,0.5897031913485088
all_finishers,firework,pooled,between_subjects_first_vignette,distal,wrong,CH,71,8.04225352112676,8.0,0.6852865869382126
all_finishers,firework,pooled,between_subjects_first_vignette,distal,wrong,DIV,71,6.957746478873239,7.0,1.356851604880208
all_finishers,firework,pooled,between_subjects_first_vignette,distal,punish,CC,59,1.9001652145334222,1.791759469228055,0.30008263423155057
all_finishers,firework,pooled,between_subjects_first_vignette,distal,punish,CH,71,1.9830777690804107,1.791759469228055,0.2956488378568148
all_finishers,firework,pooled,between_subjects_first_vignette,distal,punish,DIV,71,1.896724284306363,1.791759469228055,0.3945780437644994
all_finishers,firework,pooled,within_subjects_deltas,distal,blame,CH - CC,201,0.36318407960199006,0.0,0.8788844127331386
all_finishers,firework,pooled,within_subjects_deltas,distal,blame,DIV - CC,201,0.3034825870646766,0.0,0.7825840599867042
all_finishers,firework,pooled,within_subjects_deltas,distal,blame,"MIN(CH, DIV) - CC",201,-0.05472636815920398,0.0,0.788663457852108
all_finishers,firework,pooled,within_subjects_deltas,proximate,blame,CC - CH,201,6.288557213930348,6.0,0.7323376324894133
all_finishers,firework,pooled,within_subjects_deltas,distal,wrong,CH - CC,201,0.2537313432835821,0.0,0.8545750449566651
all_finishers,firework,pooled,within_subjects_deltas,distal,wrong,DIV - CC,201,-0.01990049751243781,0.0,1.0998190715066507
all_finishers,firework,pooled,within_subjects_deltas,distal,wrong,"MIN(CH, DIV) - CC",201,-0.2935323383084577,0.0,1.0947182104080506
all_finishers,firework,pooled,within_subjects_deltas,proximate,wrong,CC - CH,201,5.318407960199005,5.0,1.4484852269651627
all_finishers,firework,pooled,within_subjects_deltas,distal,punish,CH - CC,201,0.12337313242668893,0.15415067982725827,0.2902236872997291
all_finishers,firework,pooled,within_subjects_deltas,distal,punish,DIV - CC,201,0.11182639926195917,0.11778303565638382,0.3040286441536188
all_finishers,firework,pooled,within_subjects_deltas,distal,punish,"MIN(CH, DIV) - CC",201,-0.04034220700959011,0.0,0.26784878391099076
all_finishers,firework,pooled,within_subjects_deltas,proximate,punish,CC - CH,201,2.162715061729213,2.1972245773362196,0.5032314258442842
