inclusion_filter,story_condition,load_condition,analysis_scope,agent_role,dv,condition,n,mean,median,std
all_finishers,firework,high,within_subjects_all_vignettes,distal,blame,CC,107,7.962616822429907,8.0,0.8000617151296661
all_finishers,firework,high,within_subjects_all_vignettes,distal,blame,CH,107,8.355140186915888,8.0,0.6181581962846784
all_finishers,firework,high,within_subjects_all_vignettes,distal,blame,DIV,107,8.25233644859813,8.0,0.7149806428825207
all_finishers,firework,high,within_subjects_all_vignettes,distal,wrong,CC,107,8.05607476635514,8.0,0.9299196120758472
all_finishers,firework,high,within_subjects_all_vignettes,distal,wrong,CH,107,8.336448598130842,8.0,0.7389937732222267
all_finishers,firework,high,within_subjects_all_vignettes,distal,wrong,DIV,107,8.037383177570094,8.0,1.2047487301230924
all_finishers,firework,high,within_subjects_all_vignettes,distal,punish,CC,107,2.0490542224880555,2.0794415416798357,0.369850020315849
all_finishers,firework,high,within_subjects_all_vignettes,distal,punish,CH,107,2.1865376685209257,2.0794415416798357,0.4106853302120938
all_finishers,firework,high,within_subjects_all_vignettes,distal,punish,DIV,107,2.168162417412042,2.0794415416798357,0.4336376603976125
all_finishers,firework,high,within_subjects_all_vignettes,proximate,blame,CC,107,8.953271028037383,9.0,0.21205097153765942
all_finishers,firework,high,within_subjects_all_vignettes,proximate,blame,CH,107,2.5981308411214954,3.0,0.6422221605284375
all_finishers,firework,high,within_subjects_all_vignettes,proximate,wrong,CC,107,8.953271028037383,9.0,0.21205097153765942
all_finishers,firework,high,within_subjects_all_vignettes,proximate,wrong,CH,107,3.5233644859813085,3.0,1.4297763012293374
all_finishers,firework,high,within_subjects_all_vignettes,proximate,punish,CC,107,2.5909713434508865,2.3978952727983707,0.4080446351091982
all_finishers,firework,high,within_subjects_all_vignettes,proximate,punish,CH,107,0.3894210177709574,0.0,0.6755146541023719
all_finishers,firework,high,between_subjects_first_vignette,distal,blame,CC,31,7.645161290322581,8.0,0.5506594287321456
all_finishers,firework,high,between_subjects_first_vignette,distal,blame,CH,39,7.948717948717949,8.0,0.5595448314063639
all_finishers,firework,high,between_subjects_first_vignette,distal,blame,DIV,37,7.594594594594595,8.0,0.5990482942625401
all_finishers,firework,high,between_subjects_first_vignette,distal,wrong,CC,31,7.838709677419355,8.0,0.5829107532346262
all_finishers,firework,high,between_subjects_first_vignette,distal,wrong,CH,39,8.076923076923077,8.0,0.664300795241662
all_finishers,firework,high,between_subjects_first_vignette,distal,wrong,DIV,37,6.945945945945946,7.0,1.39335617895836
all_finishers,firework,high,between_subjects_first_vignette,distal,punish,CC,31,1.8798425152087404,1.791759469228055,0.2711514789279405
all_finishers,firework,high,between_subjects_first_vignette,distal,punish,CH,39,2.0471237509740527,1.791759469228055,0.30807437275734106
all_finishers,firework,high,between_subjects_first_vignette,distal,punish,DIV,37,1.9450868625492272,1.791759469228055,0.42470877852660155
all_finishers,firework,high,within_subjects_deltas,distal,blame,CH - CC,107,0.3925233644859813,0.0,0.9291608036164961
all_finishers,firework,high,within_subjects_deltas,distal,blame,DIV - CC,107,0.2897196261682243,0.0,0.7771421495768426
all_finishers,firework,high,within_subjects_deltas,distal,blame,"MIN(CH, DIV) - CC",107,-0.04672897196261682,0.0,0.8054434799759232
all_finishers,firework,high,within_subjects_deltas,proximate,blame,CC - CH,107,6.355140186915888,6.0,0.7037947874229663
all_finishers,firework,high,within_subjects_deltas,distal,wrong,CH - CC,107,0.2803738317757009,0.0,0.8665088544155
all_finishers,firework,high,within_subjects_deltas,distal,wrong,DIV - CC,107,-0.018691588785046728,0.0,1.1072770307620006
all_finishers,firework,high,within_subjects_deltas,distal,wrong,"MIN(CH, DIV) - CC",107,-0.2897196261682243,0.0,1.0903465417133555
all_finishers,firework,high,within_subjects_deltas,proximate,wrong,CC - CH,107,5.429906542056075,5.0,1.4282338316871175
all_finishers,firework,high,within_subjects_deltas,distal,punish,CH - CC,107,0.1374834460328698,0.15415067982725827,0.31116414511297497
all_finishers,firework,high,within_subjects_deltas,distal,punish,DIV - CC,107,0.11910819492398585,0.13353139262452252,0.3029555884309376
all_finishers,firework,high,within_subjects_deltas,distal,punish,"MIN(CH, DIV) - CC",107,-0.034412488130534456,0.0,0.2703031265303887
all_finishers,firework,high,within_subjects_deltas,proximate,punish,CC - CH,107,2.201550325679929,2.3978952727983707,0.5471788718774434
all_finishers,firework,low,within_subjects_all_vignettes,distal,blame,CC,94,7.925531914893617,8.0,0.691567670627039
all_finishers,firework,low,within_subjects_all_vignettes,distal,blame,CH,94,8.25531914893617,8.0,0.6381453337141968
all_finishers,firework,low,within_subjects_all_vignettes,distal,blame,DIV,94,8.24468085106383,8.0,0.7137086272251527
all_finishers,firework,low,within_subjects_all_vignettes,distal,wrong,CC,94,8.063829787234043,8.0,0.9482129273862067
all_finishers,firework,low,within_subjects_all_vignettes,distal,wrong,CH,94,8.287234042553191,8.0,0.798147592268308
all_finishers,firework,low,within_subjects_all_vignettes,distal,wrong,DIV,94,8.042553191489361,8.0,1.199595752851152
all_finishers,firework,low,within_subjects_all_vignettes,distal,punish,CC,94,1.9879920259625667,1.9459101490553132,0.35983498089922905
all_finishers,firework,low,within_subjects_all_vignettes,distal,punish,CH,94,2.095303418433284,2.0794415416798357,0.3808129748741509
all_finishers,firework,low,within_subjects_all_vignettes,distal,punish,DIV,94,2.0915295727156233,2.0794415416798357,0.4099503610348217
all_finishers,firework,low,within_subjects_all_vignettes,proximate,blame,CC,94,8.904255319148936,9.0,0.2958184904168056
all_finishers,firework,low,within_subjects_all_vignettes,proximate,blame,CH,94,2.6914893617021276,3.0,0.7188191592859621
all_finishers,firework,low,within_subjects_all_vignettes,proximate,wrong,CC,94,8.904255319148936,9.0,0.2958184904168056
all_finishers,firework,low,within_subjects_all_vignettes,proximate,wrong,CH,94,3.7127659574468086,4.0,1.507132436514534
all_finishers,firework,low,within_subjects_all_vignettes,proximate,punish,CC,94,2.492360476210857,2.3978952727983707,0.3974025762341063
all_finishers,firework,low,within_subjects_all_vignettes,proximate,punish,CH,94,0.37385151280852297,0.0,0.6166130262743857
all_finishers,firework,low,between_subjects_first_vignette,distal,blame,CC,28,7.714285714285714,8.0,0.5998236072282915
all_finishers,firework,low,between_subjects_first_vignette,distal,blame,CH,32,7.75,8.0,0.508000508000762
all_finishers,firework,low,between_subjects_first_vignette,distal,blame,DIV,34,7.588235294117647,8.0,0.5569204860727307
all_finishers,firework,low,between_subjects_first_vignette,distal,wrong,CC,28,7.928571428571429,8.0,0.6042179781166439
all_finishers,firework,low,between_subjects_first_vignette,distal,wrong,CH,32,8.0,8.0,0.7184212081070996
all_finishers,firework,low,between_subjects_first_vignette,distal,wrong,DIV,34,6.970588235294118,7.0,1.3367825261730644
all_finishers,firework,low,between_subjects_first_vignette,distal,punish,CC,28,1.9226653459286058,1.791759469228055,0.3327886544685303
all_finishers,firework,low,between_subjects_first_vignette,distal,punish,CH,32,1.905021728647534,1.791759469228055,0.26378521729243065
all_finishers,firework,low,between_subjects_first_vignette,distal,punish,DIV,34,1.844094419747951,1.791759469228055,0.35777592341853054
all_finishers,firework,low,within_subjects_deltas,distal,blame,CH - CC,94,0.32978723404255317,0.0,0.8215942785493064
all_finishers,firework,low,within_subjects_deltas,distal,blame,DIV - CC,94,0.3191489361702128,0.0,0.7926105764917587
all_finishers,firework,low,within_subjects_deltas,distal,blame,"MIN(CH, DIV) - CC",94,-0.06382978723404255,0.0,0.773325602088225
all_finishers,firework,low,within_subjects_deltas,proximate,blame,CC - CH,94,6.212765957446808,6.0,0.7601972073728371
all_finishers,firework,low,within_subjects_deltas,distal,wrong,CH - CC,94,0.22340425531914893,0.0,0.8443901574782915
all_finishers,firework,low,within_subjects_deltas,distal,wrong,DIV - CC,94,-0.02127659574468085,0.0,1.0971980286484326
all_finishers,firework,low,within_subjects_deltas,distal,wrong,"MIN(CH, DIV) - CC",94,-0.2978723404255319,0.0,1.1055071062740487
all_finishers,firework,low,within_subjects_deltas,proximate,wrong,CC - CH,94,5.191489361702128,5.0,1.4684978481404511
all_finishers,firework,low,within_subjects_deltas,distal,punish,CH - CC,94,0.1073113924707171,0.15415067982725827,0.2651263157785427
all_finishers,firework,low,within_subjects_deltas,distal,punish,DIV - CC,94,0.10353754675305644,0.11778303565638382,0.3066581929966984
all_finishers,firework,low,within_subjects_deltas,distal,punish,"MIN(CH, DIV) - CC",94,-0.04709199339319601,0.0,0.266312707584482
all_finishers,firework,low,within_subjects_deltas,proximate,punish,CC - CH,94,2.118508963402334,2.1972245773362196,0.4468095459979454
all_finishers,trolley,pooled,within_subjects_all_vignettes,distal,blame,CC,199,6.306532663316583,6.0,0.9906163460895651
all_finishers,trolley,pooled,within_subjects_all_vignettes,distal,blame,CH,199,6.939698492462312,7.0,0.9136351577973412
all_finishers,trolley,pooled,within_subjects_all_vignettes,distal,blame,DIV,199,6.4120603015075375,6.0,0.893893580757296
all_finishers,trolley,pooled,within_subjects_all_vignettes,distal,wrong,CC,199,6.21608040201005,6.0,1.0143130797766033
all_finishers,trolley,pooled,within_subjects_all_vignettes,distal,wrong,CH,199,6.85929648241206,7.0,1.020151260094508
all_finishers,trolley,pooled,within_subjects_all_vignettes,distal,wrong,DIV,199,6.351758793969849,6.0,1.0234051016737562
all_finishers,trolley,pooled,within_subjects_all_vignettes,distal,punish,CC,199,1.1027684352449476,1.0986122886681098,0.5169804771246919
all_finishers,trolley,pooled,within_subjects_all_vignettes,distal,punish,CH,199,1.2925413045008975,1.0986122886681098,0.48550978291572405
all_finishers,trolley,pooled,within_subjects_all_vignettes,distal,punish,DIV,199,1.143983346751658,1.0986122886681098,0.5117203398245184
all_finishers,trolley,pooled,within_subjects_all_vignettes,proximate,blame,CC,199,7.71356783919598,8.0,0.7998527858052749
all_finishers,trolley,pooled,within_subjects_all_vignettes,proximate,blame,CH,199,1.2613065326633166,1.0,0.5431486035728798
all_finishers,trolley,pooled,within_subjects_all_vignettes,proximate,wrong,CC,199,7.608040201005025,8.0,1.00861725448878
all_finishers,trolley,pooled,within_subjects_all_vignettes,proximate,wrong,CH,199,1.5226130653266332,1.0,0.9578180200990243
all_finishers,trolley,pooled,within_subjects_all_vignettes,proximate,punish,CC,199,1.5183792812238552,1.3862943611198906,0.547970735054833
all_finishers,trolley,pooled,within_subjects_all_vignettes,proximate,punish,CH,199,0.22721945961858261,0.0,0.4749034196100631
all_finishers,trolley,pooled,between_subjects_first_vignette,distal,blame,CC,84,6.535714285714286,7.0,0.8565330590463177
all_finishers,trolley,pooled,between_subjects_first_vignette,distal,blame,CH,59,7.406779661016949,7.0,0.49544978059984535
all_finishers,trolley,pooled,between_subjects_first_vignette,distal,blame,DIV,56,6.142857142857143,6.0,0.9030971241147961
all_finishers,trolley,pooled,between_subjects_first_vignette,distal,wrong,CC,84,6.440476190476191,6.0,0.6828570468364724
all_finishers,trolley,pooled,between_subjects_first_vignette,distal,wrong,CH,59,7.3559322033898304,8.0,0.8662784426222078
all_finishers,trolley,pooled,between_subjects_first_vignette,distal,wrong,DIV,56,5.964285714285714,5.0,1.1435874290110954
all_finishers,trolley,pooled,between_subjects_first_vignette,distal,punish,CC,84,1.207064036953745,1.0986122886681098,0.47129041282108236
all_finishers,trolley,pooled,between_subjects_first_vignette,distal,punish,CH,59,1.4436057490674332,1.3862943611198906,0.39574506225111916
all_finishers,trolley,pooled,between_subjects_first_vignette,distal,punish,DIV,56,0.9874586333596104,1.0986122886681098,0.5191766959447623
all_finishers,trolley,pooled,within_subjects_deltas,distal,blame,CH - CC,199,0.6331658291457286,1.0,0.8047243882526972
all_finishers,trolley,pooled,within_subjects_deltas,distal,blame,DIV - CC,199,0.10552763819095477,0.0,0.7134491537168877
all_finishers,trolley,pooled,within_subjects_deltas,distal,blame,"MIN(CH, DIV) - CC",199,-0.08542713567839195,0.0,0.7090601928170229
all_finishers,trolley,pooled,within_subjects_deltas,proximate,blame,CC - CH,199,6.452261306532663,7.0,0.9777744323027429
all_finishers,trolley,pooled,within_subjects_deltas,distal,wrong,CH - CC,199,0.6432160804020101,1.0,0.7966734553677495
all_finishers,trolley,pooled,within_subjects_deltas,distal,wrong,DIV - CC,199,0.135678391959799,0.0,0.686583855763723
all_finishers,trolley,pooled,within_subjects_deltas,distal,wrong,"MIN(CH, DIV) - CC",199,-0.035175879396984924,0.0,0.677017258199602
all_finishers,trolley,pooled,within_subjects_deltas,proximate,wrong,CC - CH,199,6.085427135678392,6.0,1.127139354611701
all_finishers,trolley,pooled,within_subjects_deltas,distal,punish,CH - CC,199,0.18977286925594986,0.2876820724517808,0.2731233828435236
all_finishers,trolley,pooled,within_subjects_deltas,distal,punish,DIV - CC,199,0.04121491150671047,0.0,0.23429883645625377
all_finishers,trolley,pooled,within_subjects_deltas,distal,punish,"MIN(CH, DIV) - CC",199,-0.02494129345852805,0.0,0.22829572844573925
all_finishers,trolley,pooled,within_subjects_deltas,proximate,punish,CC - CH,199,1.2911598216052727,1.3862943611198904,0.5429858445131376
all_finishers,trolley,high,within_subjects_all_vignettes,distal,blame,CC,117,6.299145299145299,6.0,1.0022815117052493
all_finishers,trolley,high,within_subjects_all_vignettes,distal,blame,CH,117,6.923076923076923,7.0,0.9662748070049845
all_finishers,trolley,high,within_subjects_all_vignettes,distal,blame,DIV,117,6.47008547008547,6.0,0.9056589292223454
all_finishers,trolley,high,within_subjects_all_vignettes,distal,wrong,CC,117,6.247863247863248,6.0,1.0496796137310014
all_finishers,trolley,high,within_subjects_all_vignettes,distal,wrong,CH,117,6.863247863247863,7.0,1.0496796137310014
all_finishers,trolley,high,within_subjects_all_vignettes,distal,wrong,DIV,117,6.435897435897436,6.0,1.1094003924504583
all_finishers,trolley,high,within_subjects_all_vignettes,distal,punish,CC,117,1.1093654026709783,1.0986122886681098,0.5043337038246245
all_finishers,trolley,high,within_subjects_all_vignettes,distal,punish,CH,117,1.30685686122595,1.0986122886681098,0.448731897984537
all_finishers,trolley,high,within_subjects_all_vignettes,distal,punish,DIV,117,1.1748875969109123,1.0986122886681098,0.5042246857787395
all_finishers,trolley,high,within_subjects_all_vignettes,proximate,blame,CC,117,7.735042735042735,8.0,0.758778082967909
all_finishers,trolley,high,within_subjects_all_vignettes,proximate,blame,CH,117,1.3247863247863247,1.0,0.5992676540500804
all_finishers,trolley,high,within_subjects_all_vignettes,proximate,wrong,CC,117,7.641025641025641,8.0,1.0039708958339866
all_finishers,trolley,high,within_subjects_all_vignettes,proximate,wrong,CH,117,1.6153846153846154,1.0,1.007268017667813
all_finishers,trolley,high,within_subjects_all_vignettes,proximate,punish,CC,117,1.526339227215315,1.3862943611198906,0.4819511578979366
all_finishers,trolley,high,within_subjects_all_vignettes,proximate,punish,CH,117,0.26842602439348756,0.0,0.5347926273073567
all_finishers,trolley,high,between_subjects_first_vignette,distal,blame,CC,49,6.428571428571429,6.0,0.9354143466934853
all_finishers,trolley,high,between_subjects_first_vignette,distal,blame,CH,35,7.542857142857143,8.0,0.505432670960188
all_finishers,trolley,high,between_subjects_first_vignette,distal,blame,DIV,33,6.2727272727272725,6.0,0.8758113121817134
all_finishers,trolley,high,between_subjects_first_vignette,distal,wrong,CC,49,6.428571428571429,6.0,0.7359800721939872
all_finishers,trolley,high,between_subjects_first_vignette,distal,wrong,CH,35,7.514285714285714,8.0,0.8868791472623199
all_finishers,trolley,high,between_subjects_first_vignette,distal,wrong,DIV,33,6.03030303030303,5.0,1.237054174360618
all_finishers,trolley,high,between_subjects_first_vignette,distal,punish,CC,49,1.1571673153989075,1.0986122886681098,0.4758037319587265
all_finishers,trolley,high,between_subjects_first_vignette,distal,punish,CH,35,1.5157184511756776,1.3862943611198906,0.42174977745859604
all_finishers,trolley,high,between_subjects_first_vignette,distal,punish,DIV,33,1.0487121228369045,1.0986122886681098,0.4503280888322184
all_finishers,trolley,high,within_subjects_deltas,distal,blame,CH - CC,117,0.6239316239316239,1.0,0.8171280206803342
all_finishers,trolley,high,within_subjects_deltas,distal,blame,DIV - CC,117,0.17094017094017094,0.0,0.7910119913930236
all_finishers,trolley,high,within_subjects_deltas,distal,blame,"MIN(CH, DIV) - CC",117,-0.06837606837606838,0.0,0.751165711623535
all_finishers,trolley,high,within_subjects_deltas,proximate,blame,CC - CH,117,6.410256410256411,6.0,0.9751555680827878
all_finishers,trolley,high,within_subjects_deltas,distal,wrong,CH - CC,117,0.6153846153846154,1.0,0.7970436089630601
all_finishers,trolley,high,within_subjects_deltas,distal,wrong,DIV - CC,117,0.18803418803418803,0.0,0.7760601639895242
all_finishers,trolley,high,within_subjects_deltas,distal,wrong,"MIN(CH, DIV) - CC",117,-0.02564102564102564,0.0,0.7247061052537384
all_finishers,trolley,high,within_subjects_deltas,proximate,wrong,CC - CH,117,6.0256410256410255,6.0,1.1099979687892136
all_finishers,trolley,high,within_subjects_deltas,distal,punish,CH - CC,117,0.1974914585549714,0.2876820724517808,0.2840426740243825
all_finishers,trolley,high,within_subjects_deltas,distal,punish,DIV - CC,117,0.065522194239934,0.0,0.26633084685147496
all_finishers,trolley,high,within_subjects_deltas,distal,punish,"MIN(CH, DIV) - CC",117,-0.015916449649874053,0.0,0.24821441993947044
all_finishers,trolley,high,within_subjects_deltas,proximate,punish,CC - CH,117,1.2579132028218272,1.252762968495368,0.5073828187935036
all_finishers,trolley,low,within_subjects_all_vignettes,distal,blame,CC,82,6.317073170731708,6.0,0.9797713109396701
all_finishers,trolley,low,within_subjects_all_vignettes,distal,blame,CH,82,6.963414634146342,7.0,0.8380624619642429
all_finishers,trolley,low,within_subjects_all_vignettes,distal,blame,DIV,82,6.329268292682927,6.0,0.8756638123821079
all_finishers,trolley,low,within_subjects_all_vignettes,distal,wrong,CC,82,6.170731707317073,6.0,0.9661541176138693
all_finishers,trolley,low,within_subjects_all_vignettes,distal,wrong,CH,82,6.853658536585366,7.0,0.9828398161376484
all_finishers,trolley,low,within_subjects_all_vignettes,distal,wrong,DIV,82,6.2317073170731705,6.0,0.8790957824723165
all_finishers,trolley,low,within_subjects_all_vignettes,distal,punish,CC,82,1.0933556890395135,1.0986122886681098,0.5375065874917091
all_finishers,trolley,low,within_subjects_all_vignettes,distal,punish,CH,82,1.2721154491736886,1.0986122886681098,0.5358335445532825
all_finishers,trolley,low,within_subjects_all_vignettes,distal,punish,DIV,82,1.0998882581097953,1.0986122886681098,0.5221573187376183
all_finishers,trolley,low,within_subjects_all_vignettes,proximate,blame,CC,82,7.682926829268292,8.0,0.8589118694710287
all_finishers,trolley,low,within_subjects_all_vignettes,proximate,blame,CH,82,1.170731707317073,1.0,0.4389909318442621
all_finishers,trolley,low,within_subjects_all_vignettes,proximate,wrong,CC,82,7.560975609756097,8.0,1.0195322211755034
all_finishers,trolley,low,within_subjects_all_vignettes,proximate,wrong,CH,82,1.3902439024390243,1.0,0.8714412294127386
all_finishers,trolley,low,within_subjects_all_vignettes,proximate,punish,CC,82,1.5070217973092115,1.3862943611198906,0.6333501781200208
all_finishers,trolley,low,within_subjects_all_vignettes,proximate,punish,CH,82,0.1684247269519499,0.0,0.3684652206096801
all_finishers,trolley,low,between_subjects_first_vignette,distal,blame,CC,35,6.685714285714286,7.0,0.7183080025689689
all_finishers,trolley,low,between_subjects_first_vignette,distal,blame,CH,24,7.208333333333333,7.0,0.41485111699905347
all_finishers,trolley,low,between_subjects_first_vignette,distal,blame,DIV,23,5.956521739130435,6.0,0.9282564726687249
all_finishers,trolley,low,between_subjects_first_vignette,distal,wrong,CC,35,6.457142857142857,6.0,0.6108266887567038
all_finishers,trolley,low,between_subjects_first_vignette,distal,wrong,CH,24,7.125,7.0,0.7974142996067924
all_finishers,trolley,low,between_subjects_first_vignette,distal,wrong,DIV,23,5.869565217391305,5.0,1.0137396037394037
all_finishers,trolley,low,between_subjects_first_vignette,distal,punish,CC,35,1.2769194471305179,1.3862943611198906,0.462602876715888
all_finishers,trolley,low,between_subjects_first_vignette,distal,punish,CH,24,1.3384413918262437,1.0986122886681098,0.3354753755258796
all_finishers,trolley,low,between_subjects_first_vignette,distal,punish,DIV,23,0.8995731919356665,1.0986122886681098,0.6043037935547833
all_finishers,trolley,low,within_subjects_deltas,distal,blame,CH - CC,82,0.6463414634146342,1.0,0.7914972718499921
all_finishers,trolley,low,within_subjects_deltas,distal,blame,DIV - CC,82,0.012195121951219513,0.0,0.5772198682237187
all_finishers,trolley,low,within_subjects_deltas,distal,blame,"MIN(CH, DIV) - CC",82,-0.10975609756097561,0.0,0.6479997249080275
all_finishers,trolley,low,within_subjects_deltas,proximate,blame,CC - CH,82,6.512195121951219,7.0,0.9843704817841755
all_finishers,trolley,low,within_subjects_deltas,distal,wrong,CH - CC,82,0.6829268292682927,1.0,0.7993523424744886
all_finishers,trolley,low,within_subjects_deltas,distal,wrong,DIV - CC,82,0.06097560975609756,0.0,0.529326639000718
all_finishers,trolley,low,within_subjects_deltas,distal,wrong,"MIN(CH, DIV) - CC",82,-0.04878048780487805,0.0,0.6065982668886811
all_finishers,trolley,low,within_subjects_deltas,proximate,wrong,CC - CH,82,6.170731707317073,6.0,1.1526124705976837
all_finishers,trolley,low,within_subjects_deltas,distal,punish,CH - CC,82,0.17875976013417524,0.25541281188299525,0.2580616167623603
all_finishers,trolley,low,within_subjects_deltas,distal,punish,DIV - CC,82,0.006532569070281778,0.0,0.1747487606772812
all_finishers,trolley,low,within_subjects_deltas,distal,punish,"MIN(CH, DIV) - CC",82,-0.03781820474648557,0.0,0.19719069033407616
all_finishers,trolley,low,within_subjects_deltas,proximate,punish,CC - CH,82,1.3385970703572618,1.3862943611198906,0.5900458241160407
