inclusion_filter,story_condition,load_condition,analysis_scope,agent_role,dv,condition,n,mean,median,std
included_only,trolley,all,within_subjects_all_vignettes,clark,punishment,CH,135,10.97037037037037,6.0,12.36747101933297
included_only,trolley,all,within_subjects_all_vignettes,clark,punishment,DIV,135,9.71111111111111,7.0,10.334601109839824
included_only,trolley,all,within_subjects_all_vignettes,proximate,blame,CC,135,7.318518518518519,8.0,1.586566046114802
included_only,trolley,all,within_subjects_all_vignettes,proximate,blame,CH,135,4.622222222222222,5.0,2.888129763763794
included_only,trolley,all,within_subjects_all_vignettes,proximate,wrongness,CC,135,7.5851851851851855,8.0,1.7120520339472929
included_only,trolley,all,within_subjects_all_vignettes,proximate,wrongness,CH,135,5.066666666666666,5.0,2.8993051148945552
included_only,trolley,all,within_subjects_all_vignettes,proximate,punishment,CC,135,12.97037037037037,10.0,12.739022632172224
included_only,trolley,all,within_subjects_all_vignettes,proximate,punishment,CH,135,6.844444444444444,2.0,11.421939262551389
included_only,trolley,all,between_subjects_first_vignette,clark,blame,CC,48,6.125,6.0,1.7458156662218185
included_only,trolley,all,between_subjects_first_vignette,clark,blame,CH,43,6.8604651162790695,7.0,1.536560713455575
included_only,trolley,all,between_subjects_first_vignette,clark,blame,DIV,44,6.863636363636363,7.0,1.5187343122498662
included_only,trolley,all,between_subjects_first_vignette,clark,wrongness,CC,48,6.5625,7.0,1.9119584478703973
included_only,trolley,all,between_subjects_first_vignette,clark,wrongness,CH,43,7.023255813953488,7.0,1.8833654286311543
included_only,trolley,all,between_subjects_first_vignette,clark,wrongness,DIV,44,7.113636363636363,7.0,1.7011064674295537
included_only,trolley,all,between_subjects_first_vignette,clark,punishment,CC,48,10.208333333333334,5.0,14.139063638281563
included_only,trolley,all,between_subjects_first_vignette,clark,punishment,CH,43,10.906976744186046,5.0,12.208143171257555
included_only,trolley,all,between_subjects_first_vignette,clark,punishment,DIV,44,8.386363636363637,6.5,8.54323044692958
included_only,trolley,all,within_subjects_deltas,clark,blame,CH-CC,135,0.7703703703703704,0.0,1.9810322228000858
included_only,trolley,all,within_subjects_deltas,clark,blame,DIV-CC,135,0.4740740740740741,0.0,1.868152689713564
included_only,trolley,all,within_subjects_deltas,clark,blame,"MIN(CH,DIV)-CC",135,-0.007407407407407408,0.0,1.9604153393936181
included_only,trolley,all,within_subjects_deltas,proximate,blame,CC-CH_proximate,135,2.696296296296296,2.0,3.151105169960273
included_only,trolley,all,within_subjects_deltas,clark,wrongness,CH-CC,135,0.5333333333333333,0.0,1.8720250030222079
